"Duration","Start.date","End.date","Start.Station","End.Station","Bike.","Bike.Key"
"0h 4m 51s","5/16/2012 6:22","5/16/2012 6:26","Van Ness Metro / UDC","Connecticut Ave & Newark St NW / Cleveland Park","W01290","Registered"
"0h 7m 11s","6/6/2012 7:53","6/6/2012 8:00","14th & Rhode Island Ave NW","7th & F St NW / National Portrait Gallery","W00985","Casual"
"0h 4m 49s","4/13/2012 10:12","4/13/2012 10:17","17th & K St NW [formerly 17th & L St NW]","14th & G St NW","W20077","Registered"
"0h 10m 49s","4/16/2012 17:41","4/16/2012 17:52","Lamont & Mt Pleasant NW","California St & Florida Ave NW","W01225","Registered"
"0h 14m 25s","6/28/2012 22:41","6/28/2012 22:55","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","Georgetown Harbor / 30th St NW","W01288","Casual"
"0h 6m 31s","4/25/2012 17:59","4/25/2012 18:06","Columbus Circle / Union Station","11th & H St NE","W00922","Registered"
"0h 11m 5s","4/14/2012 11:58","4/14/2012 12:09","20th St & Florida Ave NW","14th & Harvard St NW","W00343","Registered"
"0h 2m 50s","6/28/2012 21:09","6/28/2012 21:12","Convention Center / 7th & M St NW","5th St & K St NW","W00508","Registered"
"0h 21m 19s","4/15/2012 17:07","4/15/2012 17:28","12th & Hayes St","New York Ave & 15th St NW","W01394","Registered"
"0h 9m 51s","6/11/2012 9:38","6/11/2012 9:47","US Dept of State / Virginia Ave & 21st St NW","McPherson Square - 14th & H St NW","W00869","Registered"
"0h 29m 10s","5/20/2012 10:59","5/20/2012 11:28","Kennedy Center","20th & Bell St","W01466","Registered"
"0h 7m 37s","5/13/2012 0:51","5/13/2012 0:58","10th & U St NW","1st & Rhode Island Ave NW","W00631","Registered"
"0h 33m 3s","4/1/2012 13:25","4/1/2012 13:58","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","5th & F St NW","W00029","Casual"
"0h 17m 7s","4/17/2012 15:24","4/17/2012 15:41","Convention Center / 7th & M St NW","3rd & H St NE","W01466","Registered"
"0h 28m 36s","5/11/2012 19:33","5/11/2012 20:02","M St & Pennsylvania Ave NW","New York Ave & 15th St NW","W00824","Casual"
"0h 8m 36s","5/14/2012 9:16","5/14/2012 9:24","10th & U St NW","17th & K St NW [formerly 17th & L St NW]","W01143","Registered"
"0h 10m 0s","4/25/2012 7:26","4/25/2012 7:36","Massachusetts Ave & Dupont Circle NW","10th & U St NW","W00876","Registered"
"0h 3m 56s","4/12/2012 11:38","4/12/2012 11:41","Clarendon Blvd & Pierce St","Court House Metro / Wilson Blvd & N Uhle St","W01408","Registered"
"0h 13m 5s","6/17/2012 17:20","6/17/2012 17:33","17th & Rhode Island Ave NW","10th & U St NW","W00873","Registered"
"0h 16m 24s","5/4/2012 14:21","5/4/2012 14:37","Eastern Market Metro / Pennsylvania Ave & 7th St SE","1st & M St NE","W20072","Casual"
"0h 11m 12s","6/6/2012 16:57","6/6/2012 17:08","4th & E St SW","North Capitol St & F St NW","W01334","Registered"
"0h 14m 25s","5/22/2012 22:35","5/22/2012 22:49","4th & E St SW","13th St & New York Ave NW","W20123","Registered"
"0h 7m 3s","4/27/2012 17:39","4/27/2012 17:46","Columbus Circle / Union Station","13th & D St NE","W01248","Registered"
"2h 7m 0s","4/29/2012 10:26","4/29/2012 12:33","Columbia Rd & Belmont St NW","Columbia Rd & Belmont St NW","W01079","Casual"
"1h 49m 45s","6/25/2012 11:17","6/25/2012 13:07","3rd & D St SE","Lynn & 19th St North","W00657","Casual"
"0h 1m 15s","5/6/2012 20:03","5/6/2012 20:04","Massachusetts Ave & Dupont Circle NW","Massachusetts Ave & Dupont Circle NW","W00189","Registered"
"0h 17m 5s","4/27/2012 23:49","4/28/2012 0:06","13th St & New York Ave NW","1st & Rhode Island Ave NW","W01028","Registered"
"0h 3m 36s","4/15/2012 23:48","4/15/2012 23:51","North Capitol St & F St NW","4th St & Massachusetts Ave NW","W00035","Registered"
"0h 4m 49s","5/7/2012 13:28","5/7/2012 13:33","Eastern Market / 7th & North Carolina Ave SE","15th St & Massachusetts Ave SE","W00882","Registered"
"0h 24m 7s","6/30/2012 15:30","6/30/2012 15:54","8th & H St NW","California St & Florida Ave NW","W00907","Casual"
"0h 21m 16s","4/17/2012 9:41","4/17/2012 10:02","Florida Ave & R St NW","21st & M St NW","W00642","Registered"
"0h 22m 4s","6/19/2012 20:27","6/19/2012 20:49","D St & Maryland Ave NE","D St & Maryland Ave NE","W00685","Casual"
"0h 21m 12s","6/25/2012 7:05","6/25/2012 7:26","Columbia Rd & Georgia Ave NW","18th St & Pennsylvania Ave NW","W00126","Registered"
"0h 30m 38s","6/25/2012 18:59","6/25/2012 19:30","Virginia Square Metro / N Monroe St & 9th St N","N Veitch  & 20th St N","W00295","Registered"
"0h 45m 10s","5/12/2012 9:11","5/12/2012 9:56","19th St & Constitution Ave NW","19th St & Constitution Ave NW","W00347","Casual"
"0h 15m 12s","5/19/2012 12:01","5/19/2012 12:16","14th & D St NW / Ronald Reagan Building","4th & D St NW / Judiciary Square","W00653","Registered"
"0h 18m 22s","5/1/2012 8:38","5/1/2012 8:57","Eastern Market / 7th & North Carolina Ave SE","Jefferson Dr & 14th St SW","W00156","Registered"
"0h 9m 2s","4/27/2012 19:32","4/27/2012 19:41","19th & E Street NW","Convention Center / 7th & M St NW","W01270","Registered"
"0h 4m 38s","4/25/2012 12:18","4/25/2012 12:23","1st & M St NE","3rd & H St NE","W01003","Registered"
"0h 50m 56s","5/5/2012 18:45","5/5/2012 19:36","19th St & Constitution Ave NW","14th & D St NW / Ronald Reagan Building","W00618","Casual"
"0h 48m 24s","6/3/2012 17:58","6/3/2012 18:47","Key Blvd & N Quinn St","Key Blvd & N Quinn St","W00783","Casual"
"0h 4m 13s","6/5/2012 16:55","6/5/2012 16:59","14th & G St NW","7th & F St NW / National Portrait Gallery","W01379","Registered"
"0h 7m 57s","5/20/2012 14:45","5/20/2012 14:53","California St & Florida Ave NW","14th & R St NW","W01154","Registered"
"0h 13m 46s","5/25/2012 14:56","5/25/2012 15:10","34th St & Wisconsin Ave NW","21st & I St NW","W00455","Registered"
"0h 7m 43s","6/23/2012 13:44","6/23/2012 13:52","14th St Heights / 14th & Crittenden St NW","Park Rd & Holmead Pl NW","W01329","Registered"
"0h 2m 31s","5/2/2012 22:55","5/2/2012 22:57","7th & F St NW / National Portrait Gallery","Metro Center / 12th & G St NW","W00805","Registered"
"0h 20m 43s","5/12/2012 15:52","5/12/2012 16:13","Calvert St & Woodley Pl NW","M St & Pennsylvania Ave NW","W00335","Casual"
"0h 11m 45s","6/20/2012 21:41","6/20/2012 21:53","19th St & Constitution Ave NW","21st & M St NW","W20086","Casual"
"0h 5m 13s","5/30/2012 19:28","5/30/2012 19:34","New York Ave & 15th St NW","Metro Center / 12th & G St NW","W00665","Registered"
"0h 16m 53s","6/23/2012 9:12","6/23/2012 9:29","Adams Mill & Columbia Rd NW","9th & Upshur St NW","W20076","Registered"
"0h 13m 33s","6/16/2012 13:16","6/16/2012 13:30","21st & I St NW","5th & F St NW","W20139","Registered"
"0h 14m 10s","6/11/2012 11:50","6/11/2012 12:05","17th & K St NW [formerly 17th & L St NW]","Georgia Ave and Fairmont St NW","W01200","Registered"
"0h 25m 57s","5/16/2012 16:02","5/16/2012 16:28","1st & Rhode Island Ave NW","Potomac & Pennsylvania Ave SE","W00131","Registered"
"0h 14m 50s","4/25/2012 17:22","4/25/2012 17:37","14th & D St NW / Ronald Reagan Building","15th & P St NW","W01366","Registered"
"0h 23m 38s","5/6/2012 18:59","5/6/2012 19:23","Columbus Circle / Union Station","Georgia Ave and Fairmont St NW","W00911","Registered"
"0h 23m 52s","4/7/2012 14:54","4/7/2012 15:18","19th & L St NW","C & O Canal & Wisconsin Ave NW","W00850","Casual"
"0h 18m 54s","5/28/2012 16:19","5/28/2012 16:38","8th & H St NW","14th & V St NW","W00825","Registered"
"0h 16m 14s","4/28/2012 14:43","4/28/2012 14:59","USDA / 12th & Independence Ave SW","15th & P St NW","W00642","Registered"
"0h 9m 18s","6/19/2012 18:30","6/19/2012 18:39","Metro Center / 12th & G St NW","7th & R St NW / Shaw Library","W01425","Registered"
"0h 18m 0s","6/5/2012 6:16","6/5/2012 6:34","Benning Rd & East Capitol St NE / Benning Rd Metro","Bladensburg Rd & Benning Rd NE","W00607","Registered"
"0h 15m 20s","5/8/2012 18:01","5/8/2012 18:17","Jefferson Dr & 14th St SW","10th St & Constitution Ave NW","W01131","Registered"
"0h 0m 39s","4/7/2012 13:53","4/7/2012 13:53","Eastern Market Metro / Pennsylvania Ave & 7th St SE","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W01121","Registered"
"0h 8m 27s","6/29/2012 19:33","6/29/2012 19:42","Columbus Circle / Union Station","Bladensburg Rd & Benning Rd NE","W01385","Registered"
"0h 19m 48s","5/7/2012 18:53","5/7/2012 19:13","Kennedy Center","14th & V St NW","W01397","Registered"
"0h 8m 34s","4/25/2012 13:58","4/25/2012 14:06","Georgetown Harbor / 30th St NW","20th & O St NW / Dupont South","W01232","Registered"
"0h 2m 17s","5/8/2012 19:19","5/8/2012 19:21","N Veitch & Key Blvd","N Veitch  & 20th St N","W00037","Registered"
"0h 22m 3s","5/4/2012 18:14","5/4/2012 18:37","M St & Pennsylvania Ave NW","14th & V St NW","W01187","Casual"
"0h 5m 49s","5/16/2012 11:59","5/16/2012 12:04","3000 Connecticut Ave NW / National Zoo","Adams Mill & Columbia Rd NW","W01436","Registered"
"0h 11m 47s","5/17/2012 18:11","5/17/2012 18:23","Thomas Circle","California St & Florida Ave NW","W00891","Casual"
"0h 7m 56s","5/5/2012 18:16","5/5/2012 18:24","14th & Harvard St NW","15th & P St NW","W00208","Registered"
"0h 57m 7s","4/25/2012 11:11","4/25/2012 12:08","17th & K St NW / Farragut Square","18th & M St NW","W20080","Casual"
"0h 14m 44s","6/17/2012 14:34","6/17/2012 14:48","4th & M St SW","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W01015","Casual"
"0h 7m 58s","4/7/2012 21:24","4/7/2012 21:32","7th & R St NW / Shaw Library","5th & F St NW","W00525","Casual"
"0h 33m 33s","5/26/2012 19:19","5/26/2012 19:52","5th St & K St NW","Jefferson Memorial","W00210","Casual"
"0h 17m 55s","4/16/2012 20:34","4/16/2012 20:52","20th & E St NW","Calvert St & Woodley Pl NW","W00626","Registered"
"0h 9m 22s","5/31/2012 19:39","5/31/2012 19:48","26th & Crystal Dr","15th & Hayes St","W00861","Registered"
"0h 8m 16s","5/29/2012 13:44","5/29/2012 13:52","Convention Center / 7th & M St NW","15th & P St NW","W20147","Registered"
"0h 6m 40s","5/23/2012 22:44","5/23/2012 22:50","North Capitol St & F St NW","6th & H St NE","W00858","Registered"
"0h 15m 27s","4/29/2012 13:09","4/29/2012 13:24","Connecticut Ave & Newark St NW / Cleveland Park","17th & K St NW [formerly 17th & L St NW]","W00936","Registered"
"0h 3m 38s","6/29/2012 9:29","6/29/2012 9:32","14th & Harvard St NW","14th & V St NW","W00213","Casual"
"3h 18m 57s","4/1/2012 11:42","4/1/2012 15:01","20th & Bell St","20th & Bell St","W00145","Casual"
"0h 5m 18s","4/9/2012 16:27","4/9/2012 16:32","McPherson Square - 14th & H St NW","17th & K St NW / Farragut Square","W00730","Registered"
"0h 29m 16s","5/4/2012 19:56","5/4/2012 20:26","Lamont & Mt Pleasant NW","Georgetown Harbor / 30th St NW","W01416","Casual"
"2h 27m 3s","6/3/2012 17:04","6/3/2012 19:31","5th & F St NW","North Capitol St & F St NW","W00918","Casual"
"0h 3m 0s","6/20/2012 6:28","6/20/2012 6:31","N Veitch  & 20th St N","Court House Metro / Wilson Blvd & N Uhle St","W01236","Registered"
"0h 5m 14s","6/26/2012 12:48","6/26/2012 12:54","21st & M St NW","21st & I St NW","W00948","Registered"
"0h 24m 6s","6/5/2012 21:01","6/5/2012 21:25","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","Smithsonian / Jefferson Dr & 12th St SW","W20157","Casual"
"0h 2m 32s","4/5/2012 23:33","4/5/2012 23:35","21st & M St NW","M St & Pennsylvania Ave NW","W01205","Registered"
"0h 51m 21s","5/18/2012 18:07","5/18/2012 18:58","New York Ave & 15th St NW","Thomas Circle","W00066","Casual"
"0h 14m 38s","5/8/2012 16:21","5/8/2012 16:36","5th St & K St NW","19th St & Pennsylvania Ave NW","W00205","Registered"
"0h 36m 12s","6/8/2012 19:04","6/8/2012 19:40","4th & E St SW","Calvert St & Woodley Pl NW","W01411","Registered"
"1h 6m 8s","4/14/2012 18:55","4/14/2012 20:01","Jefferson Dr & 14th St SW","Smithsonian / Jefferson Dr & 12th St SW","W01272","Casual"
"0h 5m 46s","5/21/2012 20:16","5/21/2012 20:22","Massachusetts Ave & Dupont Circle NW","15th & P St NW","W00655","Registered"
"0h 6m 12s","5/13/2012 17:32","5/13/2012 17:38","Central Library / N Quincy St & 10th St N","Wilson Blvd & N Oakland St","W00505","Casual"
"2h 46m 19s","6/16/2012 16:30","6/16/2012 19:16","Jefferson Dr & 14th St SW","Jefferson Dr & 14th St SW","W00961","Casual"
"0h 7m 58s","4/23/2012 8:45","4/23/2012 8:53","20th & O St NW / Dupont South","7th & R St NW / Shaw Library","W00353","Registered"
"0h 11m 10s","5/31/2012 13:42","5/31/2012 13:53","US Dept of State / Virginia Ave & 21st St NW","15th & P St NW","W00886","Registered"
"0h 29m 5s","4/21/2012 18:19","4/21/2012 18:48","5th St & K St NW","4th & D St NW / Judiciary Square","W01050","Registered"
"0h 7m 24s","5/22/2012 18:01","5/22/2012 18:08","C & O Canal & Wisconsin Ave NW","Lynn & 19th St North","W01446","Registered"
"0h 40m 42s","5/22/2012 18:20","5/22/2012 19:00","10th St & Constitution Ave NW","8th & H St NW","W00125","Casual"
"0h 7m 0s","5/5/2012 9:06","5/5/2012 9:13","Bladensburg Rd & Benning Rd NE","Columbus Circle / Union Station","W01459","Registered"
"0h 9m 8s","4/6/2012 8:12","4/6/2012 8:21","14th & V St NW","21st & M St NW","W00184","Registered"
"0h 12m 27s","6/8/2012 17:10","6/8/2012 17:22","19th St & Constitution Ave NW","14th & Rhode Island Ave NW","W00136","Registered"
"0h 17m 27s","6/22/2012 9:14","6/22/2012 9:31","16th & Harvard St NW","13th St & New York Ave NW","W00039","Registered"
"0h 17m 1s","6/17/2012 22:42","6/17/2012 22:59","Massachusetts Ave & Dupont Circle NW","Columbia Rd & Georgia Ave NW","W00816","Registered"
"0h 19m 29s","6/15/2012 20:26","6/15/2012 20:46","7th & Water St SW / SW Waterfront","M St & Pennsylvania Ave NW","W20149","Registered"
"0h 5m 55s","6/18/2012 11:59","6/18/2012 12:05","13th & D St NE","Columbus Circle / Union Station","W01347","Registered"
"0h 27m 51s","6/8/2012 10:00","6/8/2012 10:27","4th & D St NW / Judiciary Square","7th & F St NW / National Portrait Gallery","W01262","Registered"
"0h 9m 7s","5/10/2012 17:56","5/10/2012 18:06","19th St & Pennsylvania Ave NW","Convention Center / 7th & M St NW","W00550","Registered"
"0h 15m 45s","6/1/2012 7:24","6/1/2012 7:39","11th & H St NE","13th St & New York Ave NW","W01161","Registered"
"0h 26m 3s","5/19/2012 15:48","5/19/2012 16:14","1st & Rhode Island Ave NW","Potomac & Pennsylvania Ave SE","W00276","Registered"
"0h 8m 5s","5/29/2012 17:46","5/29/2012 17:55","19th & East Capitol St SE","13th & D St NE","W00126","Registered"
"0h 6m 49s","6/6/2012 19:16","6/6/2012 19:23","14th & Harvard St NW","Adams Mill & Columbia Rd NW","W01093","Registered"
"0h 11m 20s","4/13/2012 11:40","4/13/2012 11:51","20th & E St NW","17th & K St NW [formerly 17th & L St NW]","W00275","Registered"
"0h 12m 34s","6/26/2012 18:58","6/26/2012 19:11","7th & R St NW / Shaw Library","14th & V St NW","W01302","Registered"
"0h 12m 6s","6/18/2012 7:24","6/18/2012 7:36","21st & I St NW","USDA / 12th & Independence Ave SW","W00416","Registered"
"0h 2m 46s","6/2/2012 17:42","6/2/2012 17:45","14th & Harvard St NW","16th & Harvard St NW","W00810","Registered"
"0h 7m 25s","5/30/2012 14:27","5/30/2012 14:34","15th & P St NW","17th & K St NW / Farragut Square","W20116","Registered"
"1h 35m 35s","4/5/2012 17:26","4/5/2012 19:02","13th St & New York Ave NW","13th St & New York Ave NW","W01364","Casual"
"0h 4m 49s","5/28/2012 14:43","5/28/2012 14:48","Adams Mill & Columbia Rd NW","20th St & Florida Ave NW","W20139","Registered"
"0h 17m 58s","5/18/2012 17:12","5/18/2012 17:30","14th St & Spring Rd NW","19th & L St NW","W00211","Registered"
"0h 11m 14s","5/15/2012 17:09","5/15/2012 17:21","4th & D St NW / Judiciary Square","3rd & D St SE","W00960","Registered"
"0h 3m 17s","6/19/2012 15:23","6/19/2012 15:27","Adams Mill & Columbia Rd NW","20th St & Florida Ave NW","W00949","Registered"
"0h 23m 27s","6/29/2012 20:56","6/29/2012 21:19","Kennedy Center","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W00068","Casual"
"0h 19m 57s","5/31/2012 19:15","5/31/2012 19:35","21st & I St NW","1st & K St SE","W01463","Registered"
"0h 5m 14s","5/21/2012 9:00","5/21/2012 9:05","Thomas Circle","14th & G St NW","W00904","Registered"
"0h 2m 44s","6/22/2012 8:25","6/22/2012 8:28","Adams Mill & Columbia Rd NW","Calvert St & Woodley Pl NW","W00327","Registered"
"0h 5m 8s","5/6/2012 22:17","5/6/2012 22:22","Massachusetts Ave & Dupont Circle NW","15th & P St NW","W00343","Registered"
"0h 33m 2s","4/25/2012 14:06","4/25/2012 14:39","13th St & New York Ave NW","11th & H St NE","W00254","Registered"
"0h 13m 49s","4/6/2012 0:58","4/6/2012 1:12","15th & P St NW","21st & I St NW","W01286","Registered"
"0h 30m 22s","5/26/2012 14:46","5/26/2012 15:16","Massachusetts Ave & Dupont Circle NW","Smithsonian / Jefferson Dr & 12th St SW","W00714","Registered"
"0h 7m 28s","6/24/2012 10:49","6/24/2012 10:57","Thomas Circle","21st & I St NW","W00540","Registered"
"0h 5m 23s","4/21/2012 2:42","4/21/2012 2:47","Thomas Circle","20th & O St NW / Dupont South","W00661","Registered"
"0h 12m 57s","6/2/2012 12:25","6/2/2012 12:38","Adams Mill & Columbia Rd NW","14th & V St NW","W20013","Casual"
"0h 8m 13s","5/26/2012 21:36","5/26/2012 21:44","Park Rd & Holmead Pl NW","7th & T St NW","W00192","Registered"
"0h 15m 12s","5/31/2012 7:23","5/31/2012 7:39","L'Enfant Plaza / 7th & C St SW","1st & M St NE","W01114","Registered"
"0h 21m 0s","5/10/2012 11:31","5/10/2012 11:52","4th & M St SW","Columbus Circle / Union Station","W01310","Registered"
"0h 17m 29s","5/4/2012 17:40","5/4/2012 17:57","Ballston Metro / N Stuart & 9th St N","Rosslyn Metro / Wilson Blvd & Ft Myer Dr","W00739","Registered"
"0h 11m 56s","5/5/2012 2:03","5/5/2012 2:15","10th & U St NW","14th & Rhode Island Ave NW","W00633","Registered"
"0h 26m 29s","6/3/2012 17:09","6/3/2012 17:35","1st & K St SE","4th St & Rhode Island Ave NE","W00216","Registered"
"0h 13m 30s","6/21/2012 8:14","6/21/2012 8:27","39th & Calvert St NW / Stoddert","Georgetown Harbor / 30th St NW","W00043","Registered"
"0h 9m 26s","6/20/2012 16:37","6/20/2012 16:47","19th & L St NW","14th & R St NW","W01198","Registered"
"0h 20m 37s","4/19/2012 16:42","4/19/2012 17:03","Florida Ave & R St NW","15th & P St NW","W00985","Registered"
"0h 7m 4s","6/11/2012 9:10","6/11/2012 9:18","18th & M St NW","McPherson Square - 14th & H St NW","W01399","Registered"
"0h 18m 9s","4/16/2012 19:10","4/16/2012 19:28","14th & D St NW / Ronald Reagan Building","Eastern Market / 7th & North Carolina Ave SE","W00201","Registered"
"0h 5m 33s","4/14/2012 10:50","4/14/2012 10:56","Lincoln Park / 13th & East Capitol St NE ","Bladensburg Rd & Benning Rd NE","W01432","Registered"
"0h 35m 12s","5/11/2012 13:17","5/11/2012 13:52","Central Library / N Quincy St & 10th St N","C & O Canal & Wisconsin Ave NW","W01048","Casual"
"0h 7m 44s","6/26/2012 13:20","6/26/2012 13:27","4th & M St SW","1st & K St SE","W01267","Registered"
"0h 7m 9s","6/13/2012 17:45","6/13/2012 17:52","20th & O St NW / Dupont South","California St & Florida Ave NW","W00019","Registered"
"0h 13m 10s","6/11/2012 13:58","6/11/2012 14:11","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","14th & D St NW / Ronald Reagan Building","W00311","Registered"
"0h 3m 20s","5/30/2012 20:50","5/30/2012 20:54","18th & Bell St","23rd & Crystal Dr","W20169","Registered"
"0h 9m 35s","4/24/2012 10:24","4/24/2012 10:34","Connecticut Ave & Newark St NW / Cleveland Park","20th & O St NW / Dupont South","W00482","Registered"
"0h 4m 27s","6/9/2012 22:27","6/9/2012 22:31","14th & Rhode Island Ave NW","Massachusetts Ave & Dupont Circle NW","W00740","Registered"
"0h 10m 0s","4/13/2012 22:17","4/13/2012 22:27","8th & H St NW","14th & Rhode Island Ave NW","W00438","Registered"
"0h 27m 7s","5/18/2012 17:38","5/18/2012 18:05","Eastern Market Metro / Pennsylvania Ave & 7th St SE","15th St & Massachusetts Ave SE","W00899","Registered"
"0h 5m 10s","4/15/2012 9:00","4/15/2012 9:05","Massachusetts Ave & Dupont Circle NW","21st & I St NW","W00746","Registered"
"0h 2m 58s","4/15/2012 12:07","4/15/2012 12:10","14th & R St NW","17th & Corcoran St NW","W00698","Registered"
"0h 24m 15s","4/24/2012 8:40","4/24/2012 9:05","S Joyce & Army Navy Dr","17th & K St NW / Farragut Square","W01096","Registered"
