"Duration","Start.date","Start.Station","End.date","End.Station","Bike.","Member.Type"
"0h 51m 41s","3/10/2014 19:29","8th & Eye St SE / Barracks Row","3/10/2014 20:20","Potomac & Pennsylvania Ave SE","W00204","Casual"
"0h 6m 2s","3/21/2014 0:02","Columbia Rd & Georgia Ave NW","3/21/2014 0:08","Georgia & New Hampshire Ave NW","W21384","Registered"
"0h 5m 14s","2/20/2014 21:24","East West Hwy & Blair Mill Rd","2/20/2014 21:29","Fenton St & Ellsworth Dr ","W01300","Registered"
"0h 20m 12s","3/15/2014 13:22","Lincoln Memorial","3/15/2014 13:42","Lincoln Memorial","W20350","Casual"
"0h 9m 6s","3/13/2014 17:03","Tenleytown / Wisconsin Ave & Albemarle St NW","3/13/2014 17:12","39th & Calvert St NW / Stoddert","W20416","Registered"
"3h 16m 19s","1/12/2014 6:45","Metro Center / 12th & G St NW","1/12/2014 10:01","Maryland & Independence Ave SW","W00400","Casual"
"1h 50m 37s","2/19/2014 13:15","Smithsonian / Jefferson Dr & 12th St SW","2/19/2014 15:05","Prince St & Union St","W20923","Casual"
"0h 3m 26s","3/11/2014 8:00","Lincoln Park / 13th & East Capitol St NE ","3/11/2014 8:04","14th & D St SE","W01207","Registered"
"0h 3m 25s","1/13/2014 0:32","8th & H St NW","1/13/2014 0:35","11th & K St NW","W20828","Casual"
"0h 11m 19s","3/22/2014 12:51","4th & M St SW","3/22/2014 13:02","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W00561","Registered"
"0h 6m 4s","2/20/2014 20:29","N Quincy St & Wilson Blvd","2/20/2014 20:35","Clarendon Metro / Wilson Blvd & N Highland St","W00633","Registered"
"0h 12m 21s","1/18/2014 15:26","Massachusetts Ave & Dupont Circle NW","1/18/2014 15:39","10th & U St NW","W00666","Registered"
"0h 11m 31s","2/11/2014 8:11","14th & V St NW","2/11/2014 8:22","24th & N St NW","W20900","Registered"
"0h 14m 17s","3/19/2014 8:23","14th & Harvard St NW","3/19/2014 8:38","Massachusetts Ave & Dupont Circle NW","W00954","Registered"
"0h 21m 52s","3/22/2014 18:07","Jefferson Memorial","3/22/2014 18:29","20th & Crystal Dr","W00212","Casual"
"0h 16m 10s","1/17/2014 20:21","McPherson Square / 14th & H St NW","1/17/2014 20:37","20th St & Florida Ave NW","W21354","Registered"
"0h 7m 53s","2/1/2014 7:50","11th & M St NW","2/1/2014 7:58","New Hampshire Ave & T St NW","W20779","Registered"
"0h 20m 43s","3/22/2014 11:11","Jefferson Dr & 14th St SW","3/22/2014 11:31","Lincoln Memorial","W21425","Casual"
"0h 41m 53s","3/8/2014 14:55","14th & D St NW / Ronald Reagan Building","3/8/2014 15:37","3rd St & Pennsylvania Ave SE","W00982","Casual"
"0h 3m 39s","3/24/2014 18:14","22nd & I St NW / Foggy Bottom","3/24/2014 18:18","M St & Pennsylvania Ave NW","W00093","Registered"
"0h 4m 20s","3/16/2014 15:02","Convention Center / 7th & M St NW","3/16/2014 15:07","5th & F St NW","W20376","Registered"
"0h 9m 47s","3/14/2014 13:07","15th & P St NW","3/14/2014 13:17","Metro Center / 12th & G St NW","W01404","Registered"
"0h 5m 16s","2/25/2014 17:56","20th & O St NW / Dupont South","2/25/2014 18:01","25th St & Pennsylvania Ave NW","W00122","Registered"
"0h 22m 44s","1/15/2014 8:04","7th & T St NW","1/15/2014 8:27","C & O Canal & Wisconsin Ave NW","W20059","Registered"
"0h 4m 2s","1/19/2014 13:51","15th & P St NW","1/19/2014 13:55","17th & Corcoran St NW","W01178","Registered"
"0h 4m 32s","2/16/2014 16:48","3rd & H St NE","2/16/2014 16:53","8th & F St NE","W21111","Registered"
"0h 9m 20s","3/5/2014 20:52","8th & F St NE","3/5/2014 21:01","Potomac & Pennsylvania Ave SE","W00290","Registered"
"0h 4m 40s","3/4/2014 19:41","19th St & Pennsylvania Ave NW","3/4/2014 19:46","17th & Rhode Island Ave NW","W00684","Registered"
"0h 6m 24s","3/21/2014 8:43","Idaho Ave & Newark St NW [on 2nd District patio]","3/21/2014 8:50","Ward Circle / American University","W00187","Casual"
"0h 9m 7s","2/7/2014 16:57","10th St & Constitution Ave NW","2/7/2014 17:06","17th & K St NW / Farragut Square","W20540","Registered"
"0h 10m 3s","1/27/2014 21:20","Massachusetts Ave & Dupont Circle NW","1/27/2014 21:30","10th & U St NW","W00565","Registered"
"0h 15m 59s","1/12/2014 16:29","11th & M St NW","1/12/2014 16:45","3rd St & Pennsylvania Ave SE","W21281","Registered"
"0h 3m 42s","1/5/2014 17:27","15th & P St NW","1/5/2014 17:31","New Hampshire Ave & T St NW","W00311","Registered"
"0h 7m 13s","2/21/2014 19:08","New Hampshire Ave & T St NW","2/21/2014 19:15","14th & Rhode Island Ave NW","W00453","Registered"
"0h 24m 28s","2/24/2014 8:32","Van Ness Metro / UDC","2/24/2014 8:57","Massachusetts Ave & Dupont Circle NW","W00464","Registered"
"0h 7m 23s","2/2/2014 12:39","3rd St & Pennsylvania Ave SE","2/2/2014 12:46","15th & East Capitol St NE","W01208","Registered"
"0h 8m 7s","3/11/2014 17:10","Columbus Circle / Union Station","3/11/2014 17:18","Neal St & Trinidad Ave NE","W20562","Registered"
"0h 12m 5s","3/2/2014 14:21","13th & U St NW","3/2/2014 14:33","18th & M St NW","W21227","Registered"
"0h 3m 49s","1/31/2014 20:06","14th & V St NW","1/31/2014 20:10","18th St & Wyoming Ave NW","W00126","Registered"
"0h 10m 0s","2/22/2014 12:30","Columbus Circle / Union Station","2/22/2014 12:40","1st & M St NE","W00607","Registered"
"0h 38m 41s","3/11/2014 19:11","King St Metro","3/11/2014 19:49","King St & Patrick St","W20718","Casual"
"0h 6m 12s","3/15/2014 11:39","7th & R St NW / Shaw Library","3/15/2014 11:45","14th & V St NW","W20751","Registered"
"0h 6m 38s","1/1/2014 11:23","15th & F St NE","1/1/2014 11:30","6th & H St NE","W20032","Registered"
"0h 5m 3s","3/10/2014 18:48","Rhode Island Ave Metro","3/10/2014 18:53","4th St & Rhode Island Ave NE","W01279","Registered"
"0h 5m 45s","2/10/2014 9:29","15th & P St NW","2/10/2014 9:35","17th & K St NW / Farragut Square","W20698","Registered"
"0h 5m 58s","3/1/2014 13:13","Bladensburg Rd & Benning Rd NE","3/1/2014 13:19","13th & D St NE","W21510","Registered"
"0h 7m 9s","1/28/2014 18:22","14th & D St SE","1/28/2014 18:29","13th & D St NE","W00770","Registered"
"0h 16m 20s","2/20/2014 13:29","15th & P St NW","2/20/2014 13:45","Calvert St & Woodley Pl NW","W00805","Registered"
"0h 16m 9s","1/23/2014 9:55","3rd & H St NW","1/23/2014 10:11","20th St & Virginia Ave NW","W20543","Registered"
"0h 3m 43s","2/28/2014 8:31","14th & V St NW","2/28/2014 8:35","California St & Florida Ave NW","W20265","Registered"
"0h 21m 9s","1/18/2014 12:32","C & O Canal & Wisconsin Ave NW","1/18/2014 12:53","Lincoln Memorial","W01044","Casual"
"0h 2m 33s","1/25/2014 18:19","3rd & G St SE","1/25/2014 18:22","1st & K St SE","W00572","Registered"
"0h 21m 24s","3/21/2014 7:59","11th & Kenyon St NW","3/21/2014 8:20","21st St & Constitution Ave NW","W20206","Registered"
"0h 16m 31s","2/24/2014 10:46","21st St & Constitution Ave NW","2/24/2014 11:03","Lincoln Memorial","W00345","Registered"
"0h 6m 55s","3/6/2014 15:35","5th & F St NW","3/6/2014 15:42","11th & F St NW","W21030","Registered"
"0h 16m 46s","3/20/2014 15:02","Massachusetts Ave & Dupont Circle NW","3/20/2014 15:18","36th & Calvert St NW / Glover Park","W21046","Registered"
"0h 23m 18s","3/22/2014 19:05","Jefferson Memorial","3/22/2014 19:28","Jefferson Dr & 14th St SW","W21276","Casual"
"0h 26m 31s","3/31/2014 10:52","25th St & Pennsylvania Ave NW","3/31/2014 11:19","Convention Center / 7th & M St NW","W00458","Casual"
"0h 24m 51s","3/22/2014 11:14","4th & East Capitol St NE","3/22/2014 11:39","15th & P St NW","W01197","Registered"
"0h 19m 54s","3/20/2014 7:48","Bladensburg Rd & Benning Rd NE","3/20/2014 8:08","14th & Rhode Island Ave NW","W00483","Registered"
"0h 7m 55s","3/18/2014 12:47","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","3/18/2014 12:55","US Dept of State / Virginia Ave & 21st St NW","W20729","Registered"
"0h 19m 4s","1/10/2014 17:53","Jefferson Dr & 14th St SW","1/10/2014 18:12","New Jersey Ave & R St NW","W21122","Registered"
"0h 15m 18s","3/15/2014 12:04","Calvert St & Woodley Pl NW","3/15/2014 12:19","14th & Rhode Island Ave NW","W01408","Registered"
"0h 2m 19s","1/30/2014 9:41","Virginia Square Metro / N Monroe St & 9th St N","1/30/2014 9:43","N Quincy St & Wilson Blvd","W20220","Registered"
"0h 7m 38s","1/13/2014 20:22","North Capitol St & F St NW","1/13/2014 20:29","1st & M St NE","W20970","Casual"
"0h 4m 20s","3/12/2014 18:47","19th St & Pennsylvania Ave NW","3/12/2014 18:51","18th & M St NW","W21487","Registered"
"0h 14m 10s","3/18/2014 18:05","17th & K St NW","3/18/2014 18:20","4th & E St SW","W01193","Registered"
"0h 3m 15s","2/26/2014 22:58","3rd & G St SE","2/26/2014 23:02","3rd St & Pennsylvania Ave SE","W00251","Registered"
"0h 27m 36s","2/22/2014 10:21","Calvert & Biltmore St NW","2/22/2014 10:49","New York Ave & 15th St NW","W01375","Casual"
"0h 4m 52s","1/16/2014 16:10","17th St & Massachusetts Ave NW","1/16/2014 16:15","20th St & Florida Ave NW","W21263","Registered"
"0h 11m 29s","2/16/2014 14:15","7th & F St NW / National Portrait Gallery","2/16/2014 14:26","4th & M St SW","W00048","Registered"
"0h 8m 17s","1/11/2014 12:03","Van Ness Metro / UDC","1/11/2014 12:11","Connecticut & Nebraska Ave NW","W01214","Registered"
"0h 4m 25s","1/8/2014 21:31","New Hampshire Ave & T St NW","1/8/2014 21:35","17th & Rhode Island Ave NW","W20097","Registered"
"0h 6m 35s","1/23/2014 19:08","New York Ave & 15th St NW","1/23/2014 19:15","5th St & Massachusetts Ave NW","W20761","Registered"
"0h 27m 5s","2/2/2014 23:23","7th & F St NW / National Portrait Gallery","2/2/2014 23:50","10th & Monroe St NE","W21461","Casual"
"0h 4m 8s","3/21/2014 17:41","20th St & Florida Ave NW","3/21/2014 17:46","24th & N St NW","W01074","Registered"
"0h 19m 28s","3/15/2014 20:12","McPherson Square / 14th & H St NW","3/15/2014 20:32","M St & New Jersey Ave SE","W20167","Registered"
"0h 7m 58s","1/13/2014 19:51","Wilson Blvd & N Edgewood St","1/13/2014 19:59","N Randolph St & Fairfax Dr","W21243","Registered"
"0h 9m 57s","2/18/2014 16:41","18th St & Pennsylvania Ave NW","2/18/2014 16:51","7th & R St NW / Shaw Library","W00112","Registered"
"0h 3m 59s","2/7/2014 15:52","4th & E St SW","2/7/2014 15:56","Constitution Ave & 2nd St NW/DOL","W00319","Registered"
"0h 7m 35s","1/5/2014 18:20","13th St & New York Ave NW","1/5/2014 18:27","11th & F St NW","W21075","Registered"
"0h 5m 21s","1/23/2014 18:18","17th & K St NW / Farragut Square","1/23/2014 18:23","12th & L St NW","W20382","Registered"
"0h 20m 6s","3/12/2014 5:29","Benning Rd & East Capitol St NE / Benning Rd Metro","3/12/2014 5:49","7th & R St NW / Shaw Library","W01265","Registered"
"0h 30m 37s","2/20/2014 10:59","10th & E St NW","2/20/2014 11:30","Jefferson Dr & 14th St SW","W00290","Casual"
"0h 9m 9s","3/23/2014 13:06","Maryland & Independence Ave SW","3/23/2014 13:15","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W01229","Registered"
"0h 2m 51s","2/25/2014 18:35","3rd & G St SE","2/25/2014 18:38","M St & New Jersey Ave SE","W21522","Registered"
"0h 0m 16s","2/10/2014 5:04","1st & Rhode Island Ave NW","2/10/2014 5:05","1st & Rhode Island Ave NW","W20323","Registered"
"0h 6m 55s","3/25/2014 8:22","5th & K St NW","3/25/2014 8:29","13th St & New York Ave NW","W01041","Registered"
"0h 5m 48s","2/20/2014 12:01","M St & Pennsylvania Ave NW","2/20/2014 12:07","20th & O St NW / Dupont South","W01001","Registered"
"0h 5m 58s","3/21/2014 21:14","20th & O St NW / Dupont South","3/21/2014 21:20","25th St & Pennsylvania Ave NW","W01252","Registered"
"0h 42m 44s","3/20/2014 8:57","L'Enfant Plaza / 7th & C St SW","3/20/2014 9:40","19th & K St NW","W00815","Registered"
"0h 4m 10s","1/16/2014 17:44","20th & E St NW","1/16/2014 17:48","Kennedy Center","W21476","Registered"
"0h 12m 34s","3/9/2014 15:33","4th & East Capitol St NE","3/9/2014 15:46","10th St & Constitution Ave NW","W20221","Registered"
"0h 26m 39s","1/13/2014 16:52","Lincoln Memorial","1/13/2014 17:19","Jefferson Dr & 14th St SW","W21334","Casual"
"0h 11m 19s","3/31/2014 18:30","McPherson Square / 14th & H St NW","3/31/2014 18:42","M St & Pennsylvania Ave NW","W20594","Registered"
"0h 5m 23s","1/22/2014 19:29","10th & E St NW","1/22/2014 19:34","11th & K St NW","W00300","Registered"
"0h 12m 40s","3/11/2014 8:03","Park Rd & Holmead Pl NW","3/11/2014 8:16","20th St & Florida Ave NW","W20982","Registered"
"0h 5m 35s","2/6/2014 8:44","17th & Rhode Island Ave NW","2/6/2014 8:50","25th St & Pennsylvania Ave NW","W20418","Registered"
"0h 6m 10s","3/27/2014 13:31","Crystal City Metro / 18th & Bell St","3/27/2014 13:37","27th & Crystal Dr","W21448","Registered"
"0h 1m 41s","1/16/2014 18:08","11th & M St NW","1/16/2014 18:09","Convention Center / 7th & M St NW","W21257","Registered"
"0h 56m 6s","2/28/2014 11:03","8th & H St NW","2/28/2014 11:59","Lincoln Memorial","W00388","Casual"
"0h 3m 30s","3/20/2014 20:39","Massachusetts Ave & Dupont Circle NW","3/20/2014 20:42","New Hampshire Ave & T St NW","W21641","Registered"
"0h 13m 12s","3/19/2014 5:17","1st & Rhode Island Ave NW","3/19/2014 5:31","15th & P St NW","W20548","Registered"
"0h 4m 9s","3/22/2014 1:13","Lamont & Mt Pleasant NW","3/22/2014 1:18","Adams Mill & Columbia Rd NW","W00699","Registered"
"0h 2m 30s","3/27/2014 12:01","15th & Euclid St  NW","3/27/2014 12:04","14th & V St NW","W00517","Registered"
"8h 42m 32s","3/27/2014 22:13","Park Rd & Holmead Pl NW","3/28/2014 6:55","7th & T St NW","W00044","Registered"
"0h 8m 21s","1/15/2014 14:48","New Hampshire Ave & T St NW","1/15/2014 14:56","19th & K St NW","W20722","Registered"
"0h 4m 57s","1/24/2014 15:31","Columbus Circle / Union Station","1/24/2014 15:36","6th & H St NE","W20938","Registered"
"0h 18m 9s","3/21/2014 17:23","16th & Harvard St NW","3/21/2014 17:41","14th & Rhode Island Ave NW","W00204","Registered"
"0h 6m 37s","2/3/2014 18:54","19th & E Street NW","2/3/2014 19:01","22nd & I St NW / Foggy Bottom","W21543","Registered"
"0h 7m 45s","3/13/2014 9:01","California St & Florida Ave NW","3/13/2014 9:09","21st & M St NW","W20230","Registered"
"0h 6m 11s","1/12/2014 7:19","22nd & I St NW / Foggy Bottom","1/12/2014 7:25","Massachusetts Ave & Dupont Circle NW","W01325","Registered"
"0h 4m 3s","2/23/2014 13:08","18th & Eads St.","2/23/2014 13:12","23rd & Crystal Dr","W21173","Registered"
"0h 19m 43s","1/15/2014 17:54","4th & E St SW","1/15/2014 18:14","18th & M St NW","W00942","Registered"
"0h 5m 21s","2/24/2014 18:31","Metro Center / 12th & G St NW","2/24/2014 18:36","5th & K St NW","W00658","Registered"
"0h 59m 57s","2/1/2014 16:04","15th & P St NW","2/1/2014 17:04","Thomas Circle","W20524","Casual"
"0h 20m 0s","2/12/2014 16:20","14th & Upshur St NW","2/12/2014 16:40","14th & G St NW","W00822","Registered"
"0h 3m 11s","2/14/2014 13:38","17th & Corcoran St NW","2/14/2014 13:41","17th & Rhode Island Ave NW","W21289","Registered"
"0h 11m 54s","2/25/2014 8:25","15th & P St NW","2/25/2014 8:37","10th & E St NW","W00088","Registered"
"0h 7m 57s","2/11/2014 13:39","14th & R St NW","2/11/2014 13:47","19th & L St NW","W00440","Registered"
"0h 4m 23s","2/27/2014 10:13","15th & N Scott St","2/27/2014 10:18","Lynn & 19th St North","W20208","Registered"
"0h 4m 36s","3/22/2014 20:55","14th & Rhode Island Ave NW","3/22/2014 21:00","13th & U St NW","W20460","Registered"
"0h 3m 9s","2/12/2014 10:25","Aurora Hills Community Ctr/18th & Hayes St","2/12/2014 10:29","12th & Hayes St /  Pentagon City Metro","W20240","Registered"
"0h 13m 49s","3/14/2014 16:12","Market Square / King St & Royal St","3/14/2014 16:26","King St Metro","W00154","Registered"
"0h 19m 50s","2/12/2014 8:45","Columbia Rd & Belmont St NW","2/12/2014 9:05","4th & D St NW / Judiciary Square","W20333","Registered"
"0h 6m 33s","2/7/2014 11:45","22nd & I St NW / Foggy Bottom","2/7/2014 11:52","M St & Pennsylvania Ave NW","W20828","Registered"
"0h 3m 0s","1/16/2014 19:30","Columbia Rd & Belmont St NW","1/16/2014 19:33","New Hampshire Ave & T St NW","W01438","Registered"
"0h 16m 6s","2/19/2014 15:30","1st & Washington Hospital Center NW","2/19/2014 15:47","15th & P St NW","W21227","Registered"
"0h 10m 2s","3/31/2014 18:51","15th & Euclid St  NW","3/31/2014 19:01","13th & U St NW","W00341","Registered"
"0h 16m 57s","3/22/2014 20:04","7th & F St NW / National Portrait Gallery","3/22/2014 20:21","15th St & Massachusetts Ave SE","W20147","Registered"
"0h 21m 49s","3/31/2014 14:31","Smithsonian / Jefferson Dr & 12th St SW","3/31/2014 14:53","Lincoln Memorial","W00776","Casual"
"0h 6m 28s","2/12/2014 9:18","15th & Euclid St  NW","2/12/2014 9:24","20th St & Florida Ave NW","W20786","Registered"
"0h 6m 30s","3/26/2014 21:08","Rhode Island Ave Metro","3/26/2014 21:15","18th St & Rhode Island Ave NE","W21058","Registered"
"0h 26m 31s","2/2/2014 8:45","Lincoln Memorial","2/2/2014 9:12","Columbus Circle / Union Station","W00049","Registered"
"0h 11m 10s","3/15/2014 12:13","10th & Florida Ave NW","3/15/2014 12:24","5th & K St NW","W20423","Registered"
"0h 4m 51s","1/20/2014 14:06","12th & L St NW","1/20/2014 14:11","5th & K St NW","W01013","Registered"
"0h 6m 32s","2/14/2014 18:31","15th & P St NW","2/14/2014 18:38","New Hampshire Ave & T St NW","W00084","Registered"
"0h 5m 6s","2/7/2014 14:49","New Jersey Ave & R St NW","2/7/2014 14:54","3rd & H St NW","W20833","Registered"
"0h 3m 6s","2/4/2014 20:11","Tenleytown / Wisconsin Ave & Albemarle St NW","2/4/2014 20:15","39th & Veazey St NW","W00312","Registered"
"0h 9m 16s","3/26/2014 19:10","1st & M St NE","3/26/2014 19:19","8th & F St NE","W00092","Registered"
"0h 6m 46s","2/23/2014 2:35","Eastern Market / 7th & North Carolina Ave SE","2/23/2014 2:41","1st & K St SE","W01388","Registered"
"0h 30m 10s","3/23/2014 14:55","Lincoln Memorial","3/23/2014 15:25","Smithsonian / Jefferson Dr & 12th St SW","W21665","Casual"
"0h 6m 14s","3/15/2014 17:25","California St & Florida Ave NW","3/15/2014 17:32","10th & U St NW","W01051","Registered"
"0h 4m 15s","3/31/2014 21:42","4th & East Capitol St NE","3/31/2014 21:46","8th & F St NE","W01105","Registered"
"0h 3m 43s","1/26/2014 14:22","15th & P St NW","1/26/2014 14:26","Massachusetts Ave & Dupont Circle NW","W01214","Registered"
"0h 3m 39s","3/24/2014 6:22","17th & Corcoran St NW","3/24/2014 6:25","17th & K St NW / Farragut Square","W00769","Registered"
"0h 3m 59s","1/18/2014 16:30","8th & F St NE","1/18/2014 16:34","13th & H St NE","W00709","Casual"
"0h 5m 51s","1/3/2014 10:09","11th & Kenyon St NW","1/3/2014 10:15","10th & U St NW","W00054","Registered"
"0h 10m 23s","2/27/2014 8:32","Maryland & Independence Ave SW","2/27/2014 8:42","M St & New Jersey Ave SE","W01375","Registered"
"0h 13m 58s","2/2/2014 7:36","Columbia Pike & S Courthouse Rd","2/2/2014 7:50","Aurora Hills Community Ctr/18th & Hayes St","W21365","Registered"
"0h 11m 14s","3/13/2014 19:30","15th & P St NW","3/13/2014 19:41","5th St & Massachusetts Ave NW","W20928","Registered"
"0h 12m 26s","2/27/2014 8:56","Maryland & Independence Ave SW","2/27/2014 9:09","Potomac Ave & 8th St SE","W01022","Registered"
"0h 5m 15s","3/12/2014 18:10","Maryland & Independence Ave SW","3/12/2014 18:16","4th & M St SW","W21571","Registered"
"0h 10m 32s","1/13/2014 21:39","3rd & D St SE","1/13/2014 21:49","11th & H St NE","W21410","Registered"
"0h 39m 40s","1/13/2014 13:44","Lincoln Memorial","1/13/2014 14:23","Jefferson Dr & 14th St SW","W00352","Casual"
"0h 8m 2s","3/11/2014 18:15","McPherson Square / 14th & H St NW","3/11/2014 18:23","20th & E St NW","W20459","Registered"
"0h 2m 1s","1/25/2014 11:54","Eastern Market / 7th & North Carolina Ave SE","1/25/2014 11:56","8th & East Capitol St NE","W20184","Registered"
"0h 5m 38s","2/25/2014 18:42","Columbus Circle / Union Station","2/25/2014 18:48","11th & H St NE","W20048","Registered"
"0h 19m 13s","3/10/2014 15:36","New York Ave & 15th St NW","3/10/2014 15:56","Lynn & 19th St North","W00993","Registered"
"0h 7m 56s","1/18/2014 8:43","Crystal City Metro / 18th & Bell St","1/18/2014 8:51","27th & Crystal Dr","W00701","Registered"
"0h 4m 8s","1/23/2014 14:40","4th & D St NW / Judiciary Square","1/23/2014 14:44","5th St & Massachusetts Ave NW","W20832","Registered"
"0h 10m 36s","3/13/2014 7:27","11th & Kenyon St NW","3/13/2014 7:37","Convention Center / 7th & M St NW","W00448","Registered"
