"Duration","Start.date","End.date","Start.station","End.station","Bike.","Member.Type"
"0h 10min. 36sec.","12/20/2010 9:45","12/20/2010 9:56","20th St & Florida Ave NW (31110)","C & O Canal & Wisconsin Ave NW (31225)","W00823","Registered"
"0h 5min. 55sec.","11/17/2010 19:09","11/17/2010 19:15","M St & New Jersey Ave SE (31208)","3rd & D St SE (31605)","W01057","Registered"
"0h 30min. 2sec.","11/13/2010 18:25","11/13/2010 18:55","19th St & Constitution Ave NW (31235)","37th & O St NW / Georgetown University (31236)","W00694","Casual"
"0h 7min. 51sec.","11/21/2010 21:04","11/21/2010 21:12","19th St & Constitution Ave NW (31235)","19th St & Constitution Ave NW (31235)","W00797","Casual"
"0h 10min. 25sec.","11/3/2010 13:09","11/3/2010 13:20","37th & O St NW / Georgetown University (31236)","21st & I St NW (31205)","W01072","Registered"
"0h 37min. 15sec.","10/25/2010 14:53","10/25/2010 15:30","New York Ave & 15th St NW (31222)","New York Ave & 15th St NW (31222)","W00803","Casual"
"0h 21min. 4sec.","9/28/2010 17:29","9/28/2010 17:50","19th St & Pennsylvania Ave NW (31100)","14th & V St NW (31101)","W00282","Registered"
"0h 15min. 10sec.","11/6/2010 12:17","11/6/2010 12:32","34th St & Wisconsin Ave NW (31226)","Massachusetts Ave & Dupont Circle NW (31200)","W00510","Casual"
"0h 2min. 33sec.","12/6/2010 18:21","12/6/2010 18:24","27th & Crystal Dr (31009)","23rd & Crystal Dr (31011)","W00676","Registered"
"0h 11min. 17sec.","12/15/2010 14:01","12/15/2010 14:12","17th & Corcoran St NW (31214)","10th & U St NW (31111)","W01037","Registered"
"0h 7min. 1sec.","11/10/2010 10:08","11/10/2010 10:15","16th & Harvard St NW (31103)","15th & P St NW (31201)","W00812","Registered"
"0h 9min. 59sec.","12/9/2010 19:59","12/9/2010 20:09","13th St & New York Ave NW (31227)","7th & T St NW (31109)","? (0x26B3BBA8)","Registered"
"0h 9min. 23sec.","12/5/2010 3:07","12/5/2010 3:16","14th & R St NW (31202)","Adams Mill & Columbia Rd NW (31104)","W00349","Registered"
"0h 13min. 19sec.","11/20/2010 1:07","11/20/2010 1:20","10th & U St NW (31111)","14th & Rhode Island Ave NW (31203)","W00334","Registered"
"0h 6min. 56sec.","12/29/2010 8:30","12/29/2010 8:36","Ward Circle / American University (31301)","Tenleytown / Wisconsin Ave & Albemarle St NW (31303)","W00618","Registered"
"0h 6min. 5sec.","12/5/2010 10:45","12/5/2010 10:51","36th & Calvert St NW / Glover Park (31304)","36th & Calvert St NW / Glover Park (31304)","W00773","Registered"
"0h 4min. 30sec.","11/24/2010 22:00","11/24/2010 22:05","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","Lincoln Park / 13th & East Capitol St NE  (31619)","W00553","Registered"
"0h 15min. 38sec.","10/2/2010 11:59","10/2/2010 12:14","16th & Harvard St NW (31103)","21st & M St NW (31212)","W00786","Registered"
"0h 13min. 18sec.","10/29/2010 18:00","10/29/2010 18:14","10th & Monroe St NE (31504)","1st & M St NE (31603)","W00584","Registered"
"0h 6min. 38sec.","10/19/2010 20:29","10/19/2010 20:36","14th & Rhode Island Ave NW (31203)","Convention Center / 7th & M St NW (31223)","W00886","Registered"
"1h 17min. 23sec.","11/27/2010 15:16","11/27/2010 16:34","Columbus Circle / Union Station (31623)","10th St & Constitution Ave NW (31219)","W00692","Casual"
"0h 12min. 17sec.","12/7/2010 8:11","12/7/2010 8:23","14th & Harvard St NW (31105)","21st & M St NW (31212)","W01113","Registered"
"0h 14min. 5sec.","10/26/2010 7:59","10/26/2010 8:13","16th & Harvard St NW (31103)","McPherson Square - 14th & H St NW (31216)","W00921","Registered"
"0h 17min. 24sec.","12/2/2010 7:31","12/2/2010 7:49","14th St & Spring Rd NW (31401)","10th St & Constitution Ave NW (31219)","W00466","Registered"
"0h 1min. 0sec.","11/23/2010 17:51","11/23/2010 17:52","21st & M St NW (31212)","21st & M St NW (31212)","W00044","Registered"
"0h 12min. 52sec.","10/27/2010 18:48","10/27/2010 19:01","L'Enfant Plaza / 7th & C St SW (31218)","Florida Ave & R St NW (31503)","W01093","Registered"
"0h 6min. 13sec.","12/28/2010 11:37","12/28/2010 11:43","18th & Bell St (31007)","S Glebe & Potomac Ave (31010)","W00334","Registered"
"0h 16min. 52sec.","11/12/2010 17:43","11/12/2010 18:00","13th St & New York Ave NW (31227)","C & O Canal & Wisconsin Ave NW (31225)","W00811","Registered"
"0h 4min. 10sec.","11/14/2010 19:16","11/14/2010 19:20","14th & V St NW (31101)","10th & U St NW (31111)","W00238","Registered"
"0h 27min. 16sec.","11/14/2010 14:45","11/14/2010 15:12","15th & Crystal Dr (31003)","18th & Bell St (31007)","W00463","Casual"
"0h 10min. 49sec.","10/22/2010 16:26","10/22/2010 16:37","14th & R St NW (31202)","Florida Ave & R St NW (31503)","W00482","Registered"
"0h 5min. 35sec.","11/17/2010 1:52","11/17/2010 1:57","Adams Mill & Columbia Rd NW (31104)","14th & V St NW (31101)","W00892","Registered"
"0h 5min. 16sec.","12/3/2010 12:57","12/3/2010 13:02","S Joyce & Army Navy Dr (31006)","18th & Bell St (31007)","W00595","Registered"
"0h 6min. 32sec.","11/13/2010 2:53","11/13/2010 2:59","14th & V St NW (31101)","14th & Harvard St NW (31105)","W00599","Registered"
"0h 5min. 51sec.","11/6/2010 15:31","11/6/2010 15:37","11th & Kenyon St NW (31102)","Georgia & New Hampshire Ave NW (31400)","W00827","Registered"
"0h 11min. 12sec.","12/28/2010 17:49","12/28/2010 18:01","Georgetown Harbor / 30th St NW (31215)","Adams Mill & Columbia Rd NW (31104)","W00892","Registered"
"0h 3min. 19sec.","11/14/2010 22:31","11/14/2010 22:34","14th & Harvard St NW (31105)","16th & Harvard St NW (31103)","W01044","Registered"
"0h 4min. 28sec.","10/18/2010 21:10","10/18/2010 21:15","21st & I St NW (31205)","17th & K St NW [formerly 17th & L St NW] (31213)","W01057","Registered"
"0h 7min. 25sec.","11/8/2010 12:25","11/8/2010 12:33","Lamont & Mt Pleasant NW (31107)","17th & Corcoran St NW (31214)","W00236","Registered"
"0h 3min. 53sec.","11/22/2010 19:16","11/22/2010 19:20","Georgetown Harbor / 30th St NW (31215)","C & O Canal & Wisconsin Ave NW (31225)","W00091","Registered"
"0h 28min. 14sec.","10/10/2010 19:42","10/10/2010 20:10","Eastern Market / 7th & North Carolina Ave SE (31610)","14th & V St NW (31101)","W00545","Registered"
"0h 2min. 39sec.","10/28/2010 17:18","10/28/2010 17:21","18th & Bell St (31007)","23rd & Crystal Dr (31011)","W01068","Registered"
"0h 5min. 14sec.","11/21/2010 4:16","11/21/2010 4:21","14th & Rhode Island Ave NW (31203)","20th St & Florida Ave NW (31110)","W00530","Registered"
"0h 9min. 15sec.","12/5/2010 17:16","12/5/2010 17:25","13th & D St NE (31622)","3rd & H St NE (31616)","W00147","Registered"
"0h 0min. 18sec.","11/17/2010 14:41","11/17/2010 14:41","18th & M St NW (31221)","18th & M St NW (31221)","W01115","Registered"
"0h 16min. 36sec.","10/20/2010 17:31","10/20/2010 17:48","14th & V St NW (31101)","Massachusetts Ave & Dupont Circle NW (31200)","W00827","Registered"
"0h 7min. 16sec.","12/3/2010 8:33","12/3/2010 8:40","21st & I St NW (31205)","14th & G St NW (31238)","W00502","Registered"
"0h 20min. 57sec.","10/6/2010 18:21","10/6/2010 18:42","14th & V St NW (31101)","Lamont & Mt Pleasant NW (31107)","W00818","Casual"
"0h 3min. 36sec.","11/17/2010 20:56","11/17/2010 21:00","15th & P St NW (31201)","17th & Corcoran St NW (31214)","W00534","Registered"
"0h 56min. 22sec.","11/27/2010 16:40","11/27/2010 17:36","Eastern Market / 7th & North Carolina Ave SE (31610)","14th & Rhode Island Ave NW (31203)","W00640","Casual"
"0h 7min. 2sec.","12/11/2010 19:46","12/11/2010 19:53","20th St & Florida Ave NW (31110)","14th & V St NW (31101)","W00735","Registered"
"0h 8min. 50sec.","10/10/2010 22:20","10/10/2010 22:29","14th & Rhode Island Ave NW (31203)","8th & H St NW (31228)","W00563","Registered"
"0h 14min. 32sec.","12/16/2010 7:43","12/16/2010 7:57","8th & H St NW (31228)","US Dept of State / Virginia Ave & 21st St NW (31220)","W01001","Registered"
"0h 4min. 54sec.","11/7/2010 12:40","11/7/2010 12:45","Massachusetts Ave & Dupont Circle NW (31200)","20th St & Florida Ave NW (31110)","W00167","Registered"
"0h 6min. 34sec.","10/27/2010 17:13","10/27/2010 17:20","15th & P St NW (31201)","14th & V St NW (31101)","W00557","Registered"
"0h 13min. 33sec.","10/29/2010 8:58","10/29/2010 9:12","17th & Corcoran St NW (31214)","10th St & Constitution Ave NW (31219)","W00137","Registered"
"0h 14min. 15sec.","11/13/2010 11:10","11/13/2010 11:24","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","8th & H St NW (31228)","W00450","Registered"
"0h 2min. 42sec.","12/15/2010 7:16","12/15/2010 7:18","15th & P St NW (31201)","17th & Corcoran St NW (31214)","W00959","Registered"
"0h 10min. 45sec.","11/23/2010 16:08","11/23/2010 16:19","19th & L St NW (31224)","14th & V St NW (31101)","W00786","Registered"
"0h 11min. 2sec.","12/4/2010 13:32","12/4/2010 13:43","1st & M St NE (31603)","Columbus Circle / Union Station (31623)","W00561","Registered"
"1h 51min. 37sec.","11/12/2010 12:44","11/12/2010 14:36","20th & E St NW (31204)","37th & O St NW / Georgetown University (31236)","W00916","Casual"
"0h 22min. 56sec.","10/25/2010 17:05","10/25/2010 17:28","Ward Circle / American University (31301)","21st & I St NW (31205)","W00901","Registered"
"0h 14min. 15sec.","11/3/2010 19:14","11/3/2010 19:28","18th & M St NW (31221)","Florida Ave & R St NW (31503)","W01004","Registered"
"0h 6min. 28sec.","11/3/2010 18:00","11/3/2010 18:06","15th & P St NW (31201)","Massachusetts Ave & Dupont Circle NW (31200)","W00856","Registered"
"0h 9min. 45sec.","11/5/2010 19:28","11/5/2010 19:38","20th St & Florida Ave NW (31110)","10th & U St NW (31111)","W00949","Registered"
"0h 4min. 36sec.","11/20/2010 20:30","11/20/2010 20:34","7th & T St NW (31109)","Convention Center / 7th & M St NW (31223)","W00239","Registered"
"0h 2min. 46sec.","12/1/2010 22:16","12/1/2010 22:19","USDA / 12th & Independence Ave SW (31217)","L'Enfant Plaza / 7th & C St SW (31218)","W00470","Registered"
"0h 5min. 8sec.","11/29/2010 13:28","11/29/2010 13:34","Massachusetts Ave & Dupont Circle NW (31200)","15th & P St NW (31201)","W00024","Registered"
"0h 7min. 22sec.","11/3/2010 17:46","11/3/2010 17:53","Columbus Circle / Union Station (31623)","13th & D St NE (31622)","W01123","Registered"
"0h 12min. 39sec.","12/18/2010 18:54","12/18/2010 19:07","19th & East Capitol St SE (31601)","Columbus Circle / Union Station (31623)","W00165","Casual"
"0h 25min. 58sec.","11/29/2010 8:45","11/29/2010 9:11","14th & Harvard St NW (31105)","17th & Corcoran St NW (31214)","W00226","Registered"
"0h 9min. 42sec.","10/8/2010 20:00","10/8/2010 20:10","18th & Bell St (31007)","18th & Hayes St (31004)","W00939","Casual"
"0h 13min. 44sec.","10/13/2010 12:55","10/13/2010 13:09","L'Enfant Plaza / 7th & C St SW (31218)","New York Ave & 15th St NW (31222)","W00375","Casual"
"0h 2min. 12sec.","9/20/2010 18:43","9/20/2010 18:45","15th & P St NW (31201)","14th & Rhode Island Ave NW (31203)","W00289","Registered"
"0h 3min. 4sec.","10/8/2010 7:38","10/8/2010 7:41","23rd & Crystal Dr (31011)","18th & Bell St (31007)","W00240","Registered"
"0h 13min. 23sec.","12/11/2010 13:39","12/11/2010 13:53","14th & Harvard St NW (31105)","21st & M St NW (31212)","W01051","Registered"
"0h 51min. 53sec.","11/14/2010 14:50","11/14/2010 15:42","19th St & Constitution Ave NW (31235)","19th St & Constitution Ave NW (31235)","W00040","Casual"
"0h 9min. 43sec.","10/22/2010 16:05","10/22/2010 16:14","5th & F St NW (31620)","7th & T St NW (31109)","W00239","Registered"
"0h 26min. 41sec.","11/17/2010 13:42","11/17/2010 14:08","3rd & D St SE (31605)","21st & M St NW (31212)","W00604","Casual"
"0h 0min. 10sec.","10/1/2010 19:19","10/1/2010 19:19","McPherson Square - 14th & H St NW (31216)","McPherson Square - 14th & H St NW (31216)","W00334","Registered"
"0h 12min. 37sec.","11/25/2010 13:28","11/25/2010 13:41","34th St & Wisconsin Ave NW (31226)","37th & O St NW / Georgetown University (31236)","W00719","Registered"
"0h 10min. 21sec.","10/20/2010 18:22","10/20/2010 18:32","5th St & K St NW (31600)","3rd & H St NE (31616)","W00531","Registered"
"0h 10min. 30sec.","11/14/2010 11:01","11/14/2010 11:12","Lincoln Park / 13th & East Capitol St NE  (31619)","4th St & Massachusetts Ave NW (31604)","W00693","Registered"
"0h 9min. 12sec.","11/3/2010 21:11","11/3/2010 21:20","19th & L St NW (31224)","15th & P St NW (31201)","W00124","Registered"
"0h 14min. 41sec.","11/9/2010 8:05","11/9/2010 8:20","Massachusetts Ave & Dupont Circle NW (31200)","8th & H St NW (31228)","W00410","Registered"
"0h 9min. 3sec.","11/5/2010 19:16","11/5/2010 19:25","17th & K St NW [formerly 17th & L St NW] (31213)","14th & V St NW (31101)","W00091","Registered"
"0h 6min. 29sec.","12/2/2010 20:59","12/2/2010 21:06","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","M St & New Jersey Ave SE (31208)","W01072","Registered"
"0h 3min. 18sec.","11/26/2010 13:29","11/26/2010 13:33","Park Rd & Holmead Pl NW (31602)","Lamont & Mt Pleasant NW (31107)","W00201","Registered"
"0h 7min. 3sec.","12/4/2010 11:56","12/4/2010 12:03","11th & Kenyon St NW (31102)","Lamont & Mt Pleasant NW (31107)","W00307","Registered"
"0h 4min. 40sec.","12/10/2010 23:24","12/10/2010 23:29","18th & Bell St (31007)","23rd & Crystal Dr (31011)","W00710","Registered"
"0h 5min. 1sec.","12/3/2010 17:11","12/3/2010 17:16","18th & M St NW (31221)","19th St & Pennsylvania Ave NW (31100)","W00994","Registered"
"0h 5min. 59sec.","11/8/2010 19:41","11/8/2010 19:47","18th & M St NW (31221)","20th St & Florida Ave NW (31110)","W00622","Registered"
"0h 8min. 21sec.","11/8/2010 18:19","11/8/2010 18:27","20th & E St NW (31204)","C & O Canal & Wisconsin Ave NW (31225)","W00520","Registered"
"0h 8min. 44sec.","11/12/2010 13:29","11/12/2010 13:38","16th & U St NW (31229)","17th & K St NW [formerly 17th & L St NW] (31213)","W00279","Registered"
"0h 30min. 44sec.","11/14/2010 17:48","11/14/2010 18:19","Massachusetts Ave & Dupont Circle NW (31200)","10th St & Constitution Ave NW (31219)","W00420","Registered"
"0h 3min. 18sec.","10/31/2010 14:41","10/31/2010 14:45","25th St & Pennsylvania Ave NW (31237)","21st & M St NW (31212)","W00776","Registered"
"1h 23min. 15sec.","10/23/2010 13:44","10/23/2010 15:08","19th St & Constitution Ave NW (31235)","19th St & Constitution Ave NW (31235)","W01122","Casual"
"0h 31min. 36sec.","11/21/2010 11:41","11/21/2010 12:13","10th & U St NW (31111)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00624","Casual"
"0h 8min. 44sec.","12/28/2010 17:58","12/28/2010 18:06","5th & F St NW (31620)","Florida Ave & R St NW (31503)","W00427","Registered"
"0h 20min. 12sec.","10/10/2010 17:57","10/10/2010 18:17","8th & H St NW (31228)","New York Ave & 15th St NW (31222)","W00768","Casual"
"0h 14min. 1sec.","11/10/2010 11:12","11/10/2010 11:26","Calvert St & Woodley Pl NW (31106)","18th & M St NW (31221)","W01084","Registered"
"0h 41min. 25sec.","10/29/2010 12:17","10/29/2010 12:58","19th St & Constitution Ave NW (31235)","North Capitol St & F St NW (31624)","W00138","Casual"
"0h 10min. 32sec.","12/10/2010 17:12","12/10/2010 17:23","34th St & Wisconsin Ave NW (31226)","Massachusetts Ave & Dupont Circle NW (31200)","W00343","Registered"
"0h 34min. 7sec.","10/20/2010 12:21","10/20/2010 12:55","17th & Corcoran St NW (31214)","US Dept of State / Virginia Ave & 21st St NW (31220)","W00235","Registered"
"0h 2min. 48sec.","10/21/2010 9:56","10/21/2010 9:58","16th & U St NW (31229)","17th & Corcoran St NW (31214)","W00555","Registered"
"0h 7min. 56sec.","12/6/2010 21:58","12/6/2010 22:06","14th & Harvard St NW (31105)","Calvert St & Woodley Pl NW (31106)","W00232","Registered"
"0h 0min. 26sec.","11/13/2010 19:37","11/13/2010 19:38","1st & M St NE (31603)","1st & M St NE (31603)","W00337","Registered"
"0h 15min. 43sec.","11/12/2010 10:00","11/12/2010 10:15","Georgetown Harbor / 30th St NW (31215)","8th & H St NW (31228)","W00589","Registered"
"0h 10min. 17sec.","12/21/2010 18:25","12/21/2010 18:35","20th St & Florida Ave NW (31110)","15th & P St NW (31201)","W01054","Registered"
"0h 18min. 42sec.","10/19/2010 19:59","10/19/2010 20:17","21st & I St NW (31205)","7th & Water St SW / SW Waterfront (31609)","W00850","Registered"
"0h 1min. 10sec.","12/30/2010 14:16","12/30/2010 14:17","13th St & New York Ave NW (31227)","13th St & New York Ave NW (31227)","W00800","Registered"
"0h 45min. 18sec.","10/30/2010 17:37","10/30/2010 18:22","25th St & Pennsylvania Ave NW (31237)","Georgetown Harbor / 30th St NW (31215)","W00311","Casual"
"0h 2min. 28sec.","10/22/2010 16:21","10/22/2010 16:24","20th & Crystal Dr (31002)","18th & Bell St (31007)","W00968","Registered"
"0h 5min. 59sec.","9/22/2010 19:07","9/22/2010 19:13","20th & E St NW (31204)","21st & M St NW (31212)","W00048","Registered"
"0h 27min. 25sec.","10/30/2010 11:48","10/30/2010 12:16","John McCormack Dr & Michigan Ave NE (31502)","North Capitol St & F St NW (31624)","W00415","Casual"
"0h 25min. 47sec.","10/31/2010 13:11","10/31/2010 13:37","11th & Kenyon St NW (31102)","USDA / 12th & Independence Ave SW (31217)","W00964","Casual"
"0h 13min. 48sec.","10/5/2010 13:56","10/5/2010 14:10","Park Rd & Holmead Pl NW (31602)","15th & P St NW (31201)","W00235","Registered"
"0h 2min. 57sec.","10/20/2010 8:58","10/20/2010 9:01","16th & Harvard St NW (31103)","Adams Mill & Columbia Rd NW (31104)","W01039","Registered"
"0h 7min. 0sec.","10/15/2010 9:00","10/15/2010 9:07","19th St & Pennsylvania Ave NW (31100)","Massachusetts Ave & Dupont Circle NW (31200)","W00482","Registered"
"0h 32min. 42sec.","10/9/2010 12:36","10/9/2010 13:08","21st & M St NW (31212)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00395","Casual"
"0h 2min. 27sec.","11/13/2010 13:24","11/13/2010 13:27","12th & Army Navy Dr (31008)","15th & Crystal Dr (31003)","W00031","Registered"
"0h 10min. 58sec.","10/19/2010 19:39","10/19/2010 19:50","16th & Harvard St NW (31103)","14th & R St NW (31202)","W00802","Registered"
"0h 20min. 18sec.","10/8/2010 16:40","10/8/2010 17:00","Calvert St & Woodley Pl NW (31106)","Wisconsin Ave & Macomb St NW (31302)","W01031","Casual"
"0h 17min. 41sec.","9/23/2010 17:44","9/23/2010 18:02","19th & E Street NW (31206)","Massachusetts Ave & Dupont Circle NW (31200)","W00775","Casual"
"0h 9min. 45sec.","10/13/2010 6:58","10/13/2010 7:08","10th & U St NW (31111)","19th St & Pennsylvania Ave NW (31100)","W00637","Registered"
"0h 6min. 35sec.","11/29/2010 17:58","11/29/2010 18:05","McPherson Square - 14th & H St NW (31216)","19th St & Pennsylvania Ave NW (31100)","W00351","Registered"
"0h 6min. 32sec.","12/4/2010 0:09","12/4/2010 0:16","14th & Rhode Island Ave NW (31203)","14th & V St NW (31101)","W00617","Registered"
"0h 11min. 10sec.","11/17/2010 8:03","11/17/2010 8:14","14th & R St NW (31202)","5th & F St NW (31620)","W00933","Registered"
"0h 6min. 20sec.","10/21/2010 8:37","10/21/2010 8:43","15th & P St NW (31201)","Massachusetts Ave & Dupont Circle NW (31200)","W00440","Registered"
"0h 2min. 31sec.","12/2/2010 9:19","12/2/2010 9:21","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","8th & Eye St SE / Barracks Row (31608)","W00708","Registered"
"0h 5min. 30sec.","12/4/2010 9:18","12/4/2010 9:24","Potomac & Pennsylvania Ave SE (31606)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00180","Registered"
"0h 14min. 8sec.","11/30/2010 14:24","11/30/2010 14:38","19th St & Pennsylvania Ave NW (31100)","Adams Mill & Columbia Rd NW (31104)","W00703","Registered"
"0h 7min. 49sec.","11/1/2010 8:44","11/1/2010 8:51","14th & R St NW (31202)","20th St & Florida Ave NW (31110)","W00114","Registered"
