"Duration","Start.date","End.date","Start.station","End.station","Bike.","Member.Type"
"0h 7min. 45sec.","5/8/2011 19:14","5/8/2011 19:21","Massachusetts Ave & Dupont Circle NW (31200)","25th St & Pennsylvania Ave NW (31237)","W01054","Registered"
"0h 12min. 35sec.","6/23/2011 17:01","6/23/2011 17:13","4th & East Capitol St NE (31618)","Potomac & Pennsylvania Ave SE (31606)","W00700","Registered"
"0h 11min. 55sec.","6/9/2011 8:49","6/9/2011 9:01","3rd & D St SE (31605)","5th & F St NW (31620)","W00943","Registered"
"0h 19min. 19sec.","5/4/2011 19:33","5/4/2011 19:53","1st & M St NE (31603)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00869","Registered"
"0h 0min. 9sec.","6/29/2011 19:41","6/29/2011 19:41","17th & K St NW [formerly 17th & L St NW] (31213)","17th & K St NW [formerly 17th & L St NW] (31213)","W00147","Registered"
"1h 15min. 7sec.","5/23/2011 11:57","5/23/2011 13:12","14th & D St NW / Ronald Reagan Building (31231)","14th & G St NW (31238)","W00832","Casual"
"0h 7min. 5sec.","5/29/2011 14:00","5/29/2011 14:07","Columbus Circle / Union Station (31623)","7th & F St NW / National Portrait Gallery (31232)","W00656","Registered"
"0h 17min. 3sec.","6/13/2011 20:13","6/13/2011 20:30","Lamont & Mt Pleasant NW (31107)","19th & L St NW (31224)","W00174","Registered"
"0h 20min. 56sec.","5/12/2011 13:57","5/12/2011 14:18","Columbus Circle / Union Station (31623)","1st & M St NE (31603)","W00588","Registered"
"0h 24min. 54sec.","4/10/2011 12:23","4/10/2011 12:48","13th & D St NE (31622)","New York Ave & 15th St NW (31222)","W01112","Registered"
"0h 22min. 22sec.","6/26/2011 21:46","6/26/2011 22:08","14th & G St NW (31238)","Lincoln Park / 13th & East Capitol St NE  (31619)","W01126","Registered"
"0h 11min. 29sec.","5/21/2011 18:00","5/21/2011 18:11","17th & Corcoran St NW (31214)","Calvert St & Woodley Pl NW (31106)","W00833","Registered"
"0h 0min. 6sec.","5/5/2011 12:57","5/5/2011 12:57","13th & D St NE (31622)","13th & D St NE (31622)","W00743","Registered"
"0h 4min. 18sec.","6/17/2011 9:23","6/17/2011 9:28","18th & Bell St (31007)","26th & Crystal Dr (31012)","W00071","Registered"
"0h 25min. 56sec.","6/5/2011 11:25","6/5/2011 11:50","13th St & New York Ave NW (31227)","37th & O St NW / Georgetown University (31236)","W00455","Casual"
"0h 12min. 9sec.","5/2/2011 8:19","5/2/2011 8:31","Lynn & 19th St North (31014)","21st & I St NW (31205)","W00244","Registered"
"0h 7min. 3sec.","6/23/2011 16:55","6/23/2011 17:02","19th & L St NW (31224)","15th & P St NW (31201)","W01113","Registered"
"0h 11min. 36sec.","4/14/2011 23:07","4/14/2011 23:18","10th & U St NW (31111)","17th & Corcoran St NW (31214)","W00932","Registered"
"0h 18min. 59sec.","6/5/2011 2:04","6/5/2011 2:23","5th St & K St NW (31600)","13th & H St NE (31611)","W00618","Registered"
"0h 11min. 58sec.","5/25/2011 8:08","5/25/2011 8:20","14th & R St NW (31202)","14th & D St NW / Ronald Reagan Building (31231)","W00268","Registered"
"0h 6min. 33sec.","5/25/2011 9:11","5/25/2011 9:17","34th St & Wisconsin Ave NW (31226)","37th & O St NW / Georgetown University (31236)","W00544","Registered"
"0h 0min. 5sec.","4/10/2011 11:06","4/10/2011 11:06","15th & P St NW (31201)","15th & P St NW (31201)","W00481","Registered"
"0h 15min. 32sec.","6/29/2011 19:39","6/29/2011 19:55","25th St & Pennsylvania Ave NW (31237)","N Rhodes & 16th St N (31018)","W00732","Registered"
"0h 4min. 50sec.","6/5/2011 19:28","6/5/2011 19:33","20th St & Florida Ave NW (31110)","17th & Corcoran St NW (31214)","W00049","Registered"
"0h 8min. 22sec.","4/14/2011 19:52","4/14/2011 20:01","Massachusetts Ave & Dupont Circle NW (31200)","7th & T St NW (31109)","W00457","Registered"
"0h 19min. 38sec.","5/17/2011 13:42","5/17/2011 14:01","16th & Harvard St NW (31103)","14th & G St NW (31238)","W00764","Registered"
"0h 6min. 4sec.","6/5/2011 13:14","6/5/2011 13:20","4th & East Capitol St NE (31618)","Lincoln Park / 13th & East Capitol St NE  (31619)","W00511","Registered"
"1h 13min. 20sec.","5/7/2011 11:22","5/7/2011 12:35","Massachusetts Ave & Dupont Circle NW (31200)","USDA / 12th & Independence Ave SW (31217)","W00301","Casual"
"0h 6min. 18sec.","4/6/2011 18:36","4/6/2011 18:42","1st & M St NE (31603)","3rd & H St NE (31616)","W00394","Registered"
"0h 16min. 4sec.","6/26/2011 1:03","6/26/2011 1:19","25th St & Pennsylvania Ave NW (31237)","Massachusetts Ave & Dupont Circle NW (31200)","W00657","Casual"
"0h 54min. 24sec.","6/23/2011 7:14","6/23/2011 8:08","14th & Rhode Island Ave NW (31203)","14th & Rhode Island Ave NW (31203)","W00467","Casual"
"0h 30min. 35sec.","4/6/2011 22:51","4/6/2011 23:21","13th & H St NE (31611)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00665","Casual"
"0h 4min. 23sec.","6/1/2011 6:33","6/1/2011 6:38","Kennedy Center (31211)","US Dept of State / Virginia Ave & 21st St NW (31220)","W00087","Registered"
"0h 11min. 2sec.","6/30/2011 15:38","6/30/2011 15:49","18th & M St NW (31221)","Florida Ave & R St NW (31503)","W00498","Registered"
"0h 5min. 59sec.","6/6/2011 10:35","6/6/2011 10:41","S Glebe & Potomac Ave (31010)","20th & Crystal Dr (31002)","W01042","Registered"
"0h 15min. 18sec.","5/16/2011 13:42","5/16/2011 13:57","Massachusetts Ave & Dupont Circle NW (31200)","14th & Harvard St NW (31105)","W00890","Casual"
"0h 6min. 49sec.","6/22/2011 19:45","6/22/2011 19:52","10th & U St NW (31111)","15th & P St NW (31201)","W00576","Registered"
"0h 20min. 24sec.","4/29/2011 8:45","4/29/2011 9:06","1st & M St NE (31603)","19th & L St NW (31224)","W00870","Registered"
"0h 14min. 36sec.","4/7/2011 18:59","4/7/2011 19:14","Columbus Circle / Union Station (31623)","13th & D St NE (31622)","W00953","Casual"
"0h 7min. 29sec.","6/1/2011 13:28","6/1/2011 13:36","4th & M St SW (31108)","L'Enfant Plaza / 7th & C St SW (31218)","W01058","Registered"
"0h 13min. 17sec.","4/20/2011 21:43","4/20/2011 21:57","11th & Kenyon St NW (31102)","Lamont & Mt Pleasant NW (31107)","W00658","Registered"
"0h 13min. 5sec.","5/7/2011 14:09","5/7/2011 14:22","Lincoln Park / 13th & East Capitol St NE  (31619)","Columbus Circle / Union Station (31623)","W00326","Registered"
"0h 4min. 20sec.","6/29/2011 9:25","6/29/2011 9:29","19th St & Pennsylvania Ave NW (31100)","19th & E Street NW (31206)","W00595","Casual"
"0h 5min. 51sec.","5/30/2011 12:22","5/30/2011 12:28","Eastern Market / 7th & North Carolina Ave SE (31610)","14th & D St SE (31607)","W00503","Registered"
"0h 9min. 27sec.","6/2/2011 15:12","6/2/2011 15:21","18th & M St NW (31221)","New York Ave & 15th St NW (31222)","W00221","Registered"
"0h 13min. 56sec.","6/10/2011 6:53","6/10/2011 7:07","14th & Harvard St NW (31105)","10th St & Constitution Ave NW (31219)","W00562","Registered"
"0h 14min. 8sec.","6/17/2011 8:16","6/17/2011 8:30","17th & Corcoran St NW (31214)","10th St & Constitution Ave NW (31219)","W00968","Registered"
"0h 23min. 45sec.","5/4/2011 20:59","5/4/2011 21:23","18th & M St NW (31221)","Columbus Circle / Union Station (31623)","W00739","Registered"
"0h 18min. 21sec.","6/13/2011 19:33","6/13/2011 19:52","17th & Corcoran St NW (31214)","Adams Mill & Columbia Rd NW (31104)","W00410","Registered"
"0h 4min. 1sec.","6/16/2011 8:59","6/16/2011 9:03","Lincoln Park / 13th & East Capitol St NE  (31619)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W01099","Registered"
"0h 17min. 27sec.","5/6/2011 7:18","5/6/2011 7:35","Lincoln Park / 13th & East Capitol St NE  (31619)","10th St & Constitution Ave NW (31219)","W00457","Casual"
"0h 2min. 54sec.","5/20/2011 7:22","5/20/2011 7:25","18th & Hayes St (31004)","12th & Hayes St (31001)","W00760","Registered"
"0h 10min. 23sec.","6/11/2011 21:52","6/11/2011 22:02","14th & V St NW (31101)","20th St & Florida Ave NW (31110)","W00478","Casual"
"0h 15min. 2sec.","5/2/2011 8:37","5/2/2011 8:52","13th & H St NE (31611)","5th St & K St NW (31600)","W00128","Casual"
"0h 5min. 45sec.","5/6/2011 22:01","5/6/2011 22:07","Columbus Circle / Union Station (31623)","4th & East Capitol St NE (31618)","W00546","Registered"
"0h 13min. 24sec.","6/14/2011 18:23","6/14/2011 18:36","Columbus Circle / Union Station (31623)","14th & D St SE (31607)","W00724","Registered"
"0h 8min. 28sec.","4/30/2011 18:53","4/30/2011 19:02","12th & Hayes St (31001)","27th & Crystal Dr (31009)","W00214","Registered"
"0h 5min. 1sec.","4/6/2011 8:14","4/6/2011 8:19","18th & M St NW (31221)","19th St & Pennsylvania Ave NW (31100)","W00757","Registered"
"0h 9min. 49sec.","6/20/2011 22:00","6/20/2011 22:10","14th & D St NW / Ronald Reagan Building (31231)","7th & F St NW / National Portrait Gallery (31232)","W00270","Registered"
"0h 4min. 13sec.","6/23/2011 13:26","6/23/2011 13:31","3rd & D St SE (31605)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00088","Registered"
"0h 39min. 29sec.","6/26/2011 11:20","6/26/2011 12:00","Metro Center / 12th & G St NW (31230)","USDA / 12th & Independence Ave SW (31217)","W00421","Casual"
"0h 15min. 41sec.","4/25/2011 8:01","4/25/2011 8:17","16th & Harvard St NW (31103)","21st & I St NW (31205)","W00648","Registered"
"0h 4min. 19sec.","4/29/2011 15:54","4/29/2011 15:58","21st & M St NW (31212)","Massachusetts Ave & Dupont Circle NW (31200)","W00267","Registered"
"0h 5min. 34sec.","6/8/2011 6:56","6/8/2011 7:01","Massachusetts Ave & Dupont Circle NW (31200)","21st & I St NW (31205)","W00974","Registered"
"2h 11min. 48sec.","4/24/2011 18:21","4/24/2011 20:33","20th & Crystal Dr (31002)","18th & M St NW (31221)","W00019","Casual"
"0h 22min. 43sec.","6/26/2011 14:26","6/26/2011 14:49","Adams Mill & Columbia Rd NW (31104)","14th & G St NW (31238)","W01110","Registered"
"0h 2min. 32sec.","6/25/2011 3:15","6/25/2011 3:17","14th & Rhode Island Ave NW (31203)","14th & R St NW (31202)","W00717","Registered"
"0h 19min. 32sec.","5/13/2011 15:48","5/13/2011 16:08","7th & F St NW / National Portrait Gallery (31232)","14th St & Spring Rd NW (31401)","W00878","Registered"
"0h 6min. 42sec.","6/9/2011 18:01","6/9/2011 18:08","McPherson Square - 14th & H St NW (31216)","18th & M St NW (31221)","W00397","Registered"
"0h 2min. 19sec.","5/25/2011 18:56","5/25/2011 18:58","Ward Circle / American University (31301)","Ward Circle / American University (31301)","W00531","Registered"
"0h 4min. 37sec.","6/20/2011 16:32","6/20/2011 16:36","10th & U St NW (31111)","14th & R St NW (31202)","W01069","Registered"
"1h 57min. 15sec.","5/21/2011 15:02","5/21/2011 16:59","14th & D St NW / Ronald Reagan Building (31231)","17th & K St NW [formerly 17th & L St NW] (31213)","W00621","Casual"
"0h 6min. 35sec.","6/10/2011 17:21","6/10/2011 17:27","21st & I St NW (31205)","Massachusetts Ave & Dupont Circle NW (31200)","W00440","Registered"
"0h 34min. 14sec.","4/23/2011 11:21","4/23/2011 11:55","14th & G St NW (31238)","8th & H St NW (31228)","W01080","Casual"
"0h 16min. 59sec.","6/15/2011 12:59","6/15/2011 13:16","21st & M St NW (31212)","North Capitol St & F St NW (31624)","W00552","Registered"
"1h 26min. 59sec.","5/14/2011 16:41","5/14/2011 18:08","37th & O St NW / Georgetown University (31236)","Massachusetts Ave & Dupont Circle NW (31200)","W00879","Casual"
"0h 17min. 3sec.","6/16/2011 18:45","6/16/2011 19:02","L'Enfant Plaza / 7th & C St SW (31218)","14th & V St NW (31101)","W01023","Registered"
"0h 5min. 47sec.","6/17/2011 16:11","6/17/2011 16:16","8th & H St NW (31228)","North Capitol St & F St NW (31624)","W00739","Registered"
"0h 12min. 29sec.","6/11/2011 10:49","6/11/2011 11:02","18th & M St NW (31221)","14th & Rhode Island Ave NW (31203)","? (0xEBA95C18)","Casual"
"0h 4min. 20sec.","6/21/2011 19:22","6/21/2011 19:27","16th & Harvard St NW (31103)","Lamont & Mt Pleasant NW (31107)","W01016","Registered"
"0h 12min. 18sec.","6/5/2011 15:58","6/5/2011 16:10","21st & I St NW (31205)","20th St & Florida Ave NW (31110)","W00386","Registered"
"0h 17min. 23sec.","4/29/2011 12:39","4/29/2011 12:56","8th & Eye St SE / Barracks Row (31608)","North Capitol St & F St NW (31624)","W00487","Registered"
"0h 18min. 56sec.","5/11/2011 7:17","5/11/2011 7:36","16th & Harvard St NW (31103)","8th & H St NW (31228)","W00363","Registered"
"0h 7min. 3sec.","6/19/2011 12:11","6/19/2011 12:18","14th & R St NW (31202)","18th & M St NW (31221)","W00476","Casual"
"0h 12min. 57sec.","6/1/2011 18:41","6/1/2011 18:54","5th St & K St NW (31600)","USDA / 12th & Independence Ave SW (31217)","W00707","Registered"
"0h 16min. 32sec.","4/24/2011 19:23","4/24/2011 19:39","4th & M St SW (31108)","M St & New Jersey Ave SE (31208)","W00386","Registered"
"0h 8min. 51sec.","5/6/2011 8:24","5/6/2011 8:33","14th & Harvard St NW (31105)","20th St & Florida Ave NW (31110)","W00387","Registered"
"0h 11min. 41sec.","5/21/2011 13:14","5/21/2011 13:25","5th St & K St NW (31600)","15th & P St NW (31201)","W00294","Registered"
"4h 15min. 56sec.","4/18/2011 10:40","4/18/2011 14:56","14th & Rhode Island Ave NW (31203)","New York Ave & 15th St NW (31222)","W01123","Casual"
"0h 4min. 28sec.","6/25/2011 9:59","6/25/2011 10:03","Lamont & Mt Pleasant NW (31107)","14th & Harvard St NW (31105)","W00842","Registered"
"0h 24min. 40sec.","5/20/2011 21:59","5/20/2011 22:24","Massachusetts Ave & Dupont Circle NW (31200)","8th & H St NW (31228)","W00627","Registered"
"0h 4min. 35sec.","4/30/2011 16:38","4/30/2011 16:42","8th & H St NW (31228)","McPherson Square - 14th & H St NW (31216)","W00687","Registered"
"0h 26min. 44sec.","4/26/2011 18:30","4/26/2011 18:57","Georgetown Harbor / 30th St NW (31215)","8th & H St NW (31228)","W00865","Registered"
"0h 7min. 4sec.","5/17/2011 20:35","5/17/2011 20:43","Anacostia Library (31804)","Anacostia Metro (31801)","W00544","Registered"
"0h 28min. 21sec.","6/2/2011 18:06","6/2/2011 18:35","21st & M St NW (31212)","Eastern Market / 7th & North Carolina Ave SE (31610)","W00819","Casual"
"0h 4min. 8sec.","6/19/2011 22:23","6/19/2011 22:27","25th St & Pennsylvania Ave NW (31237)","C & O Canal & Wisconsin Ave NW (31225)","W00979","Registered"
"0h 10min. 20sec.","5/27/2011 8:38","5/27/2011 8:48","14th & Harvard St NW (31105)","14th & Rhode Island Ave NW (31203)","W00369","Registered"
"0h 38min. 33sec.","4/21/2011 19:31","4/21/2011 20:09","S Joyce & Army Navy Dr (31006)","S Joyce & Army Navy Dr (31006)","W01088","Casual"
"0h 8min. 37sec.","4/20/2011 18:31","4/20/2011 18:40","C & O Canal & Wisconsin Ave NW (31225)","25th St & Pennsylvania Ave NW (31237)","W00546","Registered"
"0h 7min. 18sec.","4/22/2011 9:38","4/22/2011 9:45","14th & Rhode Island Ave NW (31203)","13th St & New York Ave NW (31227)","W00981","Registered"
"0h 16min. 50sec.","6/6/2011 17:35","6/6/2011 17:52","14th & V St NW (31101)","Connecticut Ave & Newark St NW / Cleveland Park (31305)","W00892","Registered"
"0h 5min. 19sec.","6/5/2011 19:29","6/5/2011 19:35","14th & R St NW (31202)","16th & U St NW (31229)","W00588","Registered"
"0h 12min. 8sec.","4/11/2011 8:08","4/11/2011 8:20","13th & H St NE (31611)","3rd & D St SE (31605)","W00443","Registered"
"0h 4min. 41sec.","4/7/2011 18:35","4/7/2011 18:40","Tenleytown / Wisconsin Ave & Albemarle St NW (31303)","Van Ness Metro / UDC (31300)","W00879","Registered"
"0h 7min. 29sec.","4/11/2011 16:49","4/11/2011 16:56","Lamont & Mt Pleasant NW (31107)","11th & Kenyon St NW (31102)","W00370","Registered"
"0h 11min. 0sec.","4/26/2011 18:55","4/26/2011 19:06","C & O Canal & Wisconsin Ave NW (31225)","Rosslyn Metro / Wilson Blvd & Ft Myer Dr (31015)","W00744","Registered"
"0h 13min. 28sec.","4/26/2011 8:26","4/26/2011 8:39","Eckington Pl & Q St NE (31505)","4th & East Capitol St NE (31618)","W00222","Registered"
"0h 11min. 32sec.","6/29/2011 15:00","6/29/2011 15:12","21st & M St NW (31212)","17th & K St NW [formerly 17th & L St NW] (31213)","W00995","Casual"
"0h 10min. 45sec.","4/17/2011 13:54","4/17/2011 14:05","27th & Crystal Dr (31009)","S Joyce & Army Navy Dr (31006)","W01067","Registered"
"0h 9min. 25sec.","4/7/2011 11:56","4/7/2011 12:05","19th & L St NW (31224)","13th St & New York Ave NW (31227)","W00191","Registered"
"0h 6min. 23sec.","6/9/2011 19:17","6/9/2011 19:23","14th & Harvard St NW (31105)","Adams Mill & Columbia Rd NW (31104)","W00090","Registered"
"0h 4min. 21sec.","6/29/2011 9:28","6/29/2011 9:33","Massachusetts Ave & Dupont Circle NW (31200)","16th & U St NW (31229)","W00390","Registered"
"0h 13min. 23sec.","4/29/2011 23:56","4/30/2011 0:10","Ward Circle / American University (31301)","Adams Mill & Columbia Rd NW (31104)","W00491","Casual"
"0h 6min. 18sec.","6/21/2011 23:48","6/21/2011 23:54","14th & Rhode Island Ave NW (31203)","7th & T St NW (31109)","W00444","Registered"
"0h 4min. 53sec.","4/20/2011 18:09","4/20/2011 18:14","27th & Crystal Dr (31009)","18th & Bell St (31007)","W00220","Registered"
"0h 15min. 45sec.","6/26/2011 20:50","6/26/2011 21:06","19th St & Constitution Ave NW (31235)","21st & M St NW (31212)","W00214","Casual"
"0h 10min. 14sec.","4/24/2011 10:47","4/24/2011 10:58","14th & V St NW (31101)","Massachusetts Ave & Dupont Circle NW (31200)","W00222","Registered"
"0h 8min. 2sec.","6/6/2011 11:36","6/6/2011 11:44","17th & Corcoran St NW (31214)","21st & M St NW (31212)","W00358","Registered"
"0h 4min. 35sec.","5/16/2011 21:05","5/16/2011 21:09","14th & Harvard St NW (31105)","16th & U St NW (31229)","W00855","Registered"
"0h 7min. 4sec.","5/27/2011 16:26","5/27/2011 16:33","1st & M St NE (31603)","Florida Ave & R St NW (31503)","W00717","Registered"
"0h 30min. 58sec.","6/18/2011 12:58","6/18/2011 13:29","19th St & Pennsylvania Ave NW (31100)","Georgia & New Hampshire Ave NW (31400)","W00740","Registered"
"0h 5min. 33sec.","6/1/2011 10:14","6/1/2011 10:20","27th & Crystal Dr (31009)","18th & Bell St (31007)","W00652","Registered"
"0h 8min. 0sec.","6/24/2011 13:51","6/24/2011 13:59","21st & I St NW (31205)","14th & D St NW / Ronald Reagan Building (31231)","W01124","Registered"
"0h 12min. 40sec.","6/18/2011 8:53","6/18/2011 9:06","15th & P St NW (31201)","8th & H St NW (31228)","W00614","Casual"
"0h 5min. 25sec.","6/24/2011 10:18","6/24/2011 10:24","14th & Rhode Island Ave NW (31203)","18th & M St NW (31221)","W01047","Registered"
"0h 17min. 52sec.","5/1/2011 20:38","5/1/2011 20:56","4th & M St SW (31108)","4th & M St SW (31108)","W00311","Registered"
"0h 8min. 23sec.","6/12/2011 10:43","6/12/2011 10:51","16th & U St NW (31229)","21st & M St NW (31212)","W00705","Registered"
"0h 18min. 38sec.","5/16/2011 8:36","5/16/2011 8:55","10th & U St NW (31111)","25th St & Pennsylvania Ave NW (31237)","W01024","Registered"
"0h 11min. 53sec.","5/27/2011 20:10","5/27/2011 20:22","19th & E Street NW (31206)","Georgetown Harbor / 30th St NW (31215)","W00790","Casual"
"0h 14min. 48sec.","5/3/2011 7:26","5/3/2011 7:41","Georgia & New Hampshire Ave NW (31400)","Massachusetts Ave & Dupont Circle NW (31200)","W00537","Registered"
"0h 4min. 49sec.","5/23/2011 9:07","5/23/2011 9:12","4th & East Capitol St NE (31618)","Columbus Circle / Union Station (31623)","W00057","Registered"
"0h 4min. 46sec.","6/1/2011 11:54","6/1/2011 11:58","18th & M St NW (31221)","21st & I St NW (31205)","W00876","Registered"
"0h 4min. 51sec.","6/18/2011 17:24","6/18/2011 17:29","16th & U St NW (31229)","Massachusetts Ave & Dupont Circle NW (31200)","W00740","Registered"
"3h 31min. 55sec.","6/16/2011 19:24","6/16/2011 22:56","4th St & Massachusetts Ave NW (31604)","North Capitol St & F St NW (31624)","W00779","Casual"
"0h 5min. 31sec.","5/27/2011 20:29","5/27/2011 20:34","11th & Kenyon St NW (31102)","14th & V St NW (31101)","W00181","Registered"
"0h 3min. 0sec.","5/1/2011 21:16","5/1/2011 21:19","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","Potomac & Pennsylvania Ave SE (31606)","W00124","Registered"
